,created_at,tweet,frames
1363,2023-01-08 13:54:50+00:00,@8173473699369896745 can you possibly pull your head out of your own a$$ and do something for the homeless people in your state?,['solutions_interventions']
1364,2022-12-27 05:03:42+00:00,@8534727299831967510 don’t pretend you gaf about homeless people,['0']
1365,2023-01-19 13:31:46+00:00,@854804450295468849 @4138419447621833755 the fact that gwin had to resort to hosing is a testament to sf’s failure to address the homeless and mental health issues.,['government_critique']
1366,2022-12-27 23:19:41+00:00,@872895376462275899 i will use it to get my kids and i a home we are homeless! i cpuld really use the help!,['0']
1367,2023-01-12 04:43:50+00:00,@8738741643077628358 me too. it was really a god thing how it all happened. say a prayer for her. she needs to forget her past. she’s doing really well though for being homeless so long. she truly is just a pup.,"['solutions_interventions', 'personal_interaction_observation_of_homelessness']"
1368,2022-09-07 13:05:14+00:00,@8821756816930371678 send the homeless to camp out on doug's lawn. when he has them arrested make sure the local warden has his phone number so he can personally be informed of how over-full the nearest prison to his house has gotten.,['government_critique']
1369,2023-01-17 22:00:06+00:00,@8991392441990610811 during the entire pandemic years i never heard of one news story of a covid super spreader in a homeless encampment.,['0']
1370,2022-10-04 15:53:39+00:00,aaitwaitwait and it didnt include sipping so it was $400+ i’m going to go homeless.,['harmful_generalization']
1371,2022-09-19 13:10:20+00:00,"ah i’m homeless if they say my favorite eater for the streets ❤️‍<span class='emoji-bytes' data-emoji-bytes='[240, 159, 148, 165]'></span>",['harmful_generalization']
1372,2022-01-11 10:57:02+00:00,"can never go past homeless people and not give them money or food or drink. pulls on my heart strings. <span class='emoji-bytes' data-emoji-bytes='[240, 159, 153, 143]'></span><span class='emoji-bytes' data-emoji-bytes='[240, 159, 143, 187]'></span>❤️",['solutions_interventions']
1373,2022-04-19 23:38:46+00:00,desperate homeless broke bitch stupid fucking bitch dumb whore,['0']
1374,2022-12-27 18:53:45+00:00,ex oomf calling somebody an incel… homeless man calling another homeless man broke,['harmful_generalization']
1375,2022-06-03 08:25:39+00:00,"has the homeless akiyama sprite in rggo been reused in any other stories yet bc rn he seems to only exist in arai's character story <span class='emoji-bytes' data-emoji-bytes='[240, 159, 164, 148]'></span> an akiyama just for arai...",['0']
1376,2022-11-14 01:50:10+00:00,hi im funkybunky and i hate poor homeless people,['0']
1377,2022-05-15 23:23:47+00:00,how come no one is talking about belts for the homeless?,['0']
1378,2022-04-22 00:34:55+00:00,"how much longer before over zealous legislators make being homeless a crime punishable by jail time and labor camps? <span class='emoji-bytes' data-emoji-bytes='[240, 159, 164, 148]'></span>",['government_critique']
1379,2022-12-08 23:47:18+00:00,i need y’all to have that same energy towards the “ex marines” who are homeless in your own community. save them!,"['deserving_undeserving_of_resources', 'solutions_interventions']"
1380,2022-12-24 01:19:17+00:00,i remember being homeless and i was so comforted by hearing them since its been the same one for so long,['0']
1381,2022-04-16 16:42:20+00:00,i wish ppl cared as much ab homeless ppl as they do ab homeless pets,['societal_critique']
1382,2022-05-15 18:50:25+00:00,i've never owned a laptop i my life. so i don't care about electrics i don't be having that stuff alot of homeless people have all that stuff laptop tablet i don't have none of that stuff. because i just don't.,['harmful_generalization']
1383,2022-07-10 14:02:40+00:00,if mickey gove is homeless does that disqualify him from being an mp ?,['0']
1384,2022-01-29 16:14:35+00:00,kanye wants homeless people to model his clothing.. now everyone wanna be homeless like it’s some type of joke :/,['societal_critique']
1385,2022-03-24 14:37:18+00:00,like. i am so fucking angry about this. this is the reason i'm homeless right now.,['0']
1386,2022-03-19 00:51:37+00:00,my goal also is to create a council on poverty. i will ask everyday people to be on that committee. the goals. create housing for the most in need. create a program with the justice department. create a training program for officers. dealing with mentally ill and the homeless,['solutions_interventions']
1387,2021-12-10 01:45:52+00:00,not to also mention i was homeless for half of the year and more depressed than i’ve ever been. there is always hope if you’re willing to work for it,['0']
1388,2022-08-15 19:40:29+00:00,nothing makes me reevaluate my choices like holding an elevator for a little old lady who steps right in and proclaims “the homeless need to go” because she had to walk an extra 50’ around a corner to avoid feeling uncomfortable in the designer fit she wore to the ophthalmologist,['societal_critique']
1389,2022-08-05 09:07:48+00:00,now to be fair. i wouldn't actually be against it... if infrastructure large enough existed to accomodate homeless people and help them recover or live on if they choose to. because that kind of inconvinience may drive you to that infrastructure. but that infrastructure... yeeeee,['solutions_interventions']
1390,2022-11-09 21:47:00+00:00,what your relationship with a homeless person is actually doing to your sex life,['0']
1391,2022-03-04 20:06:33+00:00,you homeless niggas w your dogs out really pull at my heartstrings,['0']
1392,2022-03-24 03:54:29+00:00,“i hate the french” “are they like the homeless?” “no they’re worse” “so they’re like double homeless..”,['harmful_generalization']
1393,2022-05-04 19:58:36+00:00,"""3/3 and helps the homeless,lonely,(churches used to be like community hubs)people can keep warm+it can even give them some of their faith back.sadly i don't see much christianity in churches anymore its all about money!the c of e has plenty at this moment!even if they deny it!!!""","['societal_critique', 'solutions_interventions']"
1394,2022-09-28 15:12:07+00:00,"""@1248925096193346120 thanks so much in fssa for lowering my snap from $240 to $86. now that im homeless sayn because i have no expenses wtf its not like im trying to save for a home &amp;live at the same timeonly$841/mo ssi disabled can't work,this country is fuckedup <span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 161]'></span>""",['0']
1395,2022-05-28 21:03:46+00:00,"""@1862183740301416205 @8077180104865691872 yes mr pierce - would you tear up a £50 note in front of a homeless person? do you find that repugnant? the rwanda policy is the macro-equivalent. #consciouscruelty @5456559725989245787 @2247178988307518343 @4329565214257559008 @7039698062971866882 
 #bullingdonfayre""",['government_critique']
1396,2022-10-13 19:54:31+00:00,"""@1890207552399342493 @8724777824478997997 @8656689078521722510 @4198398022086604626 @3246854359906579609 this fat man @1890207552399342493 sent me an emoji with a tongue sticking out. please prevent this provocative man from seizing help from the homeless, its a disgrace on himself and an embarrassment for @7933044307176400765""",['societal_critique']
1397,2022-01-11 00:14:13+00:00,"""@2134980277212161046 that’s far too sensible isn’t it. these rat’s are going to be with us for a loooong time. what about a nominal $1 per test, proceeds to charities helping the homeless. #auspol""","['money_aid_resource_allocation', 'solutions_interventions']"
1398,2022-05-26 15:29:01+00:00,"""@228282262484521150 the problem with this is when someone is unable to care n provide for themselves n is being forced to care n provide for others .. its kinda like killing 2 or more birds with one stone.. making them kill eachother by weighing or leaning on the other.. 
 ive bn homeless for helping""",['0']
1399,2022-06-04 23:55:30+00:00,"""@2448079326238601130 @3694172699937241381 why the fuck would i want to live in la there’s is nothing good about la at all. worst crime rates, most gangs, most homeless, more murders, highest gas prices, highest mortgages. it’s a shit hole not to mention the constant droughts and wild fires.""",['harmful_generalization']
1400,2022-11-02 19:48:43+00:00,"""@2699438765675630937 hey...but they're gonna take down that big homeless tent out front, just for tonight...and just for optics.""","['harmful_generalization', 'societal_critique', 'not_in_my_backyard']"
1401,2022-11-23 13:23:35+00:00,"""@2713606947236004376 uncooked turkey isn't for unhoused people. they are for poor families that might not have enough money for a full feast on thanksgiving. i've been homeless, and there are usually turkey dinners at soup kitchens and stuff.
 still, money and gift cards are always better.""",['solutions_interventions']
1402,2022-10-03 09:59:59+00:00,"""@2876635218615787409 we know their plans and it'll be reintroduced as soon as they can. if it coincides with nhs and care homes fully functional, no poverty and homeless, i'll not complain.""",['solutions_interventions']
1403,2022-09-17 00:33:38+00:00,"""@2917463972537559808 @7189782715143163000 @236833123680842687 how bout you keep the lights on california and fix your state's homeless issue?
 

 oh i guess you're too busy partying at french laundry <span class='emoji-bytes' data-emoji-bytes='[240, 159, 165, 180]'></span>""","['government_critique', 'deserving_undeserving_of_resources', 'solutions_interventions']"
1404,2023-02-06 14:29:22+00:00,"""@3468734966905238999 it really does work (any spirit will do vodkas just cheap) 
 

 i've been homeless for years so have spent plenty a night suffering with toothache i wouldn't wish it on anybody""",['0']
1405,2022-05-25 17:24:43+00:00,"""@3491117823537253972 @1886906940686994555 just look nyc! before i retired i rode the subway every day. now the homeless who are mostly mentally ill, have taken the subways over. they are killing innocent people minding their own business!""","['harmful_generalization', 'personal_interaction_observation_of_homelessness']"
1406,2022-09-20 23:02:07+00:00,"""@3522142536765370572 @2508082498224678289 @3147065401456565561 you should have your vision checked. or maybe try going to different places. i drive all over so cal daily and yes i see homeless, but not the dirty “crime ridden” places you see. at least not more than you see in every big american city.""","['harmful_generalization', 'solutions_interventions', 'personal_interaction_observation_of_homelessness']"
1407,2022-10-29 18:39:37+00:00,"""@3787451613746348070 @6332681383128361063 no - updates
 

 attacker was homeless drug addict  
 - lived in hippie commune
 - had blm &amp; pride flags  
 - paul called him friend to 911
 - paul let him in the door ?
 - both were in underwear""","['harmful_generalization', 'personal_interaction_observation_of_homelessness']"
1408,2022-11-17 17:29:30+00:00,"""@384530437346270309 @719604816010530368 no, we don't! our moral obligation is to our american citizens, our homeless, our vets! the needs of america, our national security. making america the industrial hub of the world! maybe you need to get educated! climate is forever changing, and always will!""","['deserving_undeserving_of_resources', 'societal_critique']"
1409,2022-01-17 17:50:18+00:00,"""@3868797467047236541 @7322791249271571390 @2247496727747890608 @767886325448471152 you clearly are not an accountant. this is the us, not the uk. the average person has 22% of their income dedicated to taxes. that leaves 78% to pay rent, car, etc. it’s more than enough and more than 99% of the world’s population makes. suck it up buttercup. learn to budget""",['0']
1410,2022-01-09 17:18:51+00:00,"""@3878801602544339404 @5811256673890734197 @4296480331376564072 well, it doesn’t have thousands of homeless defecating in the streets, violent crime skyrocketing with inflation, or californians pouring in by the masses…so yeah i guess you got us there…""",['harmful_generalization']
1411,2022-08-30 17:36:26+00:00,"""@3897440642827773904 @2681145936119545724 what problem do u have with homeless? to 90% people of misfortune or governmental abuse(irs etc)+people that have mental issues=need help!
 what problem with them living in to 90% vacant rooms?
 i would propose that kings/queen's give up 9 of their 10 castles to homeless!
 be humble""","['societal_critique', 'solutions_interventions']"
1412,2022-10-13 16:37:40+00:00,"""@3935351649653155416 @8053002235661457376 i live in portland and this is very common. downtown has gone to hell, there are homeless everywhere. car theft is out of control, and police defunding means if you call 911 you get put on hold, or they say leave a message, and we'll call you back!""","['harmful_generalization', 'government_critique', 'solutions_interventions', 'not_in_my_backyard']"
1413,2022-05-01 19:34:06+00:00,"""@3993879591296076406 i have evidence that's even worse. but as you know from experience, politicians/media do nothing unless there is a public outcry &amp; demand.
 so i give bloodplasma for money twice a week to fund this fight for justice. still homeless, but i will not fail my vet brothers/sisters.""",['0']
1414,2022-08-05 23:59:43+00:00,"""@4049230785992964094 @3450015678184914784 @9187563207838663287 @9178644210719597553 @3476216800782365142 yes man. this just in, homeless people want to live in a moderate climate area with people who will give them money. legit walked around the city at 13 by myself, and i’m so sorry that you’re such a giant pussy.""","['societal_critique', 'solutions_interventions', 'personal_interaction_observation_of_homelessness']"
1415,2023-01-19 17:24:44+00:00,"""@406051648526399740 i would totally do the same thing. if you are in a drive thru, you clearly can afford what you are purchasing. now a homeless person - i have bought them something and handed it to them on the way out of a restaurant.""","['harmful_generalization', 'societal_critique', 'solutions_interventions']"
1416,2022-01-19 17:39:29+00:00,"""@4082096877178557250 mark &amp; priscilla need to mind their own business keep ur $. stop trying to lure natives into taking a lethal drug. why don't u go help the homeless vets. go clean up your crime infested city. natives only jump at the chance to b seen with someone """"famous"""" <span class='emoji-bytes' data-emoji-bytes='[240, 159, 153, 132]'></span><span class='emoji-bytes' data-emoji-bytes='[240, 159, 164, 172]'></span>
 @mark_zuck @2765690427192797294""","['harmful_generalization', 'money_aid_resource_allocation', 'solutions_interventions']"
1417,2021-12-12 21:49:17+00:00,"""@4280720951182445034 give to the spca while complaining about the homeless.
 nimby.
 also, isn't that basically a definition of queenstown?""","['societal_critique', 'not_in_my_backyard']"
1418,2022-02-21 04:20:51+00:00,"""@4551982814684089375 @5653683089589068928 i was raised right wing repub but quickly learned i’m the complete opposite so raised my son dem and to be kind and feed the homeless and see the broken, not to be racist, love people of all sexualities etc-so every time that monster spoke that vitriol, we literally died inside""","['harmful_generalization', 'government_critique', 'solutions_interventions']"
1419,2022-07-24 19:57:57+00:00,"""@4559145928265095382 would he increase immigration levels to $300k a year?
 

 labor don't give a shit about the homeless.""","['money_aid_resource_allocation', 'deserving_undeserving_of_resources', 'solutions_interventions']"
1420,2022-05-31 14:49:01+00:00,"""@4565377604868400387 @4485942790228492135 @4521079865414096935 @6977964539464685111 wtf do you want them to do? open a fucking soup hotel?give millions of dollars to the homeless? none of us have money to do that shit to help people, but guess who does?""","['government_critique', 'solutions_interventions', 'money_aid_resource_allocation']"
1421,2022-01-27 03:54:42+00:00,"""@4698399882523077362 beautiful,, no graffiti, no garbage, no homeless,,,""","['harmful_generalization', 'not_in_my_backyard']"
1422,2022-07-11 14:35:14+00:00,"""@5051185113516396118 that mah man, is a very fine question. but then again this oke was acting mec for social dev in gauteng during covid and claimed to underestimate the number of homeless in gp. he planned for 9,000 homeless. there are actually around 49,000""",['0']
1423,2022-02-02 12:59:03+00:00,"""@5053104192876860499 adding a third tweet. all of these churches partner in ministry locally and try not to duplicate programs, so one does breakfast on weekends, one has a clothes closet, a couple do dinner on different week nights and we all work with family promise to house homeless families.""",['solutions_interventions']
1424,2022-06-03 02:50:07+00:00,"""@525142088022333301 i'm all for police enforcing the law and restarting institutionalization of the severely mentally ill, but it's pretty clear from the data that homeless population is primarily correlated with housing scarcity, and not much with drug use and mental health.""","['government_critique', 'solutions_interventions']"
1425,2022-11-10 03:53:32+00:00,"""@5265908616657383495 @8576228493829811805 @4866865140012097165 @8999243014784629580 whaat factual evidence of election fraud do you not believe. 
 

 did you take any of your time to actually watch 2000 mules are you aware there are people on video in multiple states bragging about getting paid to harvest ballots from poor/homeless people and bullying the elderly.""",['government_critique']
1426,2023-01-28 16:09:07+00:00,"""@5278053073782469569 @2498046900111973928 @6151936452405300707 don't highlight the irish homeless gibney, you fool""",['0']
1427,2022-09-05 00:52:49+00:00,"""@5280042435927834020 i wanted to get tickets, but we are serving a homeless meal in harrisburg pa on saturday. as much as i'd love to be there, this is more important.""",['solutions_interventions']
1428,2022-11-05 06:06:33+00:00,"""@5303000721528911037 @1648897617277176802 @1152369731591680213 @5547370402492089308 um...they are part of society. i was briefly homeless 22 years ago; but that didn't isolate me from society, or the many relationships i had cultivated in seattle's u-district and elsewhere...""",['0']
1429,2022-10-18 12:35:42+00:00,"""@5318842957326322603 ok, now you're over the top. there is no way that you will change the homeless situation here inside of 'four years'. you are deluding yourself if you believe otherwise. btw: i detect panic in your recent tweets ma'am.""",['government_critique']
1430,2022-01-31 03:42:09+00:00,"""@5360427220335948515 @3811176366475704878 out of 10000 protestors, 2 hung covid signs on a statue, which was removed within 30 minutes, 2 jerks assaulted a homeless person, 1 waved a confederate flag and one marked a canadian flag with a swastika, both were chased of within minutes. compares well with blm and antifa""","['harmful_generalization', 'societal_critique', 'personal_interaction_observation_of_homelessness']"
1431,2022-01-08 16:06:49+00:00,"""@5361485566507048472 @4240740024218383748 er sorry, vacant houses : homeless""",['solutions_interventions']
1432,2022-12-16 23:09:49+00:00,"""@5430025158518731701 i also used to teach in a college of fe. are you taking the piss? how often are you threatened, have had to send for the police? have you managed a homeless families hostel? are threatened numerous times a day? 
 how many injunctions have you had to take out? give me a break""","['harmful_generalization', 'societal_critique']"
1433,2022-11-09 21:08:20+00:00,"""@5448958830844345692 @2127690115704035747 @7054950992144715204 idgaf anymore.
 make more homeless camps, more ghettos, trans all children.
 im gonna live my life and fuck everyone else.""","['harmful_generalization', 'societal_critique']"
1434,2022-04-26 20:04:19+00:00,"""@5451849407853704272 musk doesn't care anymore about world hunger than he does about people being homeless.
 

 musk was born with a silver spoon in his mouth, he knows nothing about being poor, hungry, or homeless and he knows is how to accumulate wealth to his benefit.""","['harmful_generalization', 'societal_critique']"
1435,2022-07-11 01:39:36+00:00,"""@5534768153937515977 very sad that this coincides with shrinking public spaces. benches are fewer and farther between and made less comfortable in an attempt to deter homeless, libraries are disappearing, construction often renders parks and sidewalks inaccessible in cities. 1/""","['government_critique', 'solutions_interventions', 'money_aid_resource_allocation']"
1436,2023-01-01 15:18:32+00:00,"""@5653683089589068928 oh mr . president, what flavour is your coffee ? or is it tea? 
 i won’t ask you about important issues , inflation, stupid spending, or of coarse about your family ‘s connections , or why your citizens are homeless but you give billions away as we are being invaded.""","['government_critique', 'money_aid_resource_allocation']"
1437,2022-01-01 08:57:53+00:00,"""@5902855093398312220 @3662595757032589809 @3523314449121161499 @927855049165456415 @1362423612816978686 the existing percentage of homeless people is due to the fact that women choose not to go on streets when they lose property to avoid sexual harassment &amp; sa.
 3. men are more likely to be imprisoned because, men feel compelled to prove their masculinity &amp; dominance over others (2)""",['harmful_generalization']
1438,2022-08-12 13:56:14+00:00,"""@6125944934656259496 i mean, he took the train from delaware to commute to his jobs as senator and vp of the us for, like, 40+ years. there’s evidence that he has been known to talk with homeless people and acknowledge their humanity. this is not a glam guy.""",['solutions_interventions']
1439,2022-10-06 19:29:15+00:00,"""@6252495831952473295 @4609090241692376466 i actually don't have one, i'm homeless. &gt;&gt;&gt;""",['0']
1440,2023-01-13 23:16:25+00:00,"""@630291850233471383 the current situation does not look like that at all. america continues to exploit other countries and dreams while leaving its own people homeless and without food. these are public statements, listen to them if you want. the exploitation mentality is always the same.""","['deserving_undeserving_of_resources', 'societal_critique', 'solutions_interventions']"
1441,2022-04-21 16:19:30+00:00,"""@6377003343705987619 it’s extreme to hinder motorists, van and lorry distribution of goods from accessing fuel. by repeatedly jailing protestors it will lead to them wracking up rent/mortgage arrears resulting in evictions and homelessness. a homeless protester will only be focused on where to sleep.""","['government_critique', 'solutions_interventions']"
1442,2022-05-11 15:00:23+00:00,"""@6536136813313141729 mfs dying right now, homeless, incarcerated, and stressed out meanwhile you on twitter exercising your right of freedom of speech negatively towards someone else… do better""","['harmful_generalization', 'societal_critique', 'solutions_interventions']"
1443,2023-01-28 18:21:24+00:00,"""@6873310665817689540 @5667757923448482190 is this for real?
 """"
 conservative alpha male. anti-fat, 
 anti-homeless &amp; pro-imperialism. 
 politics, sports &amp; law expert. 1x alpha 
 male of the week. va native 
 """"""","['harmful_generalization', 'societal_critique']"
1444,2022-09-20 09:29:19+00:00,"""@6913898700355683680 never really liked you anyway, only subbed to give you the £2.50 because you looked homeless <span class='emoji-bytes' data-emoji-bytes='[240, 159, 164, 148]'></span>""",['harmful_generalization']
1445,2022-06-19 03:09:41+00:00,"""@6977964539464685111 all people that are not homeless and starving.. how is providing jobs; not using your riches to """"solve world hunger?""""""",['harmful_generalization']
1446,2022-11-29 19:31:20+00:00,"""@6977964539464685111 you are an evil degenerate..your money is lifeless &amp; breathless..and wealth comes from heaven &amp; not earth..your 40 billion purchase will be a complete failure..ya shudda fed &amp; housed homeless people instead of investing into a failed endeavour.twitter has been destroyed.
 eph.2:2""","['money_aid_resource_allocation', 'societal_critique', 'solutions_interventions']"
1447,2022-09-04 13:55:00+00:00,"""@7186727662910822236 @2370559536412728101 @4764124874026664640 i work with homeless mothers and at-risk teens. once again, this is a state issue. birth control easily available in my state. if you are homeless with 5 kids, why would you want to get pregnant again? they do.""","['government_critique', 'personal_interaction_observation_of_homelessness']"
1448,2022-01-05 22:06:52+00:00,"""@7353095206870700098 @7219885051702358275 when you can reframe the issue using more accurate descriptors, it can go a long way to solving the problem, just as how referring to homeless people as the unhoused solved that problem.""",['solutions_interventions']
1449,2022-11-02 01:21:57+00:00,"""@7446707421457053912 so you expected understanding and open mindedness from us when you came out and during your transition, but we can't so much as to expect the same from you for something as irrelevant as our own political views? i'm """"politically homeless"""" but this is hugely hypocritical of you""",['0']
1450,2023-01-03 01:04:16+00:00,"""@7594679281013950886 share amongst my parents, siblings, and donate to charities, open a shelter for the homeless. give money to animal shelters for the animals to have food, toys and a bed.""",['solutions_interventions']
1451,2022-12-13 11:30:44+00:00,"""@7670640701000530679 gun violence,global warming, racism, homophobia, abuse to women and people of color, abuse towards children, such as pedophilia, homeless veterans, starving people, and homeless people in general, animal abuse. my list is vast, and the worry is great.""",['harmful_generalization']
1452,2022-10-29 02:31:10+00:00,"""@7826630868430365573 @2588104053731476106 in some places, an organization (i read about some churches) will set up a way to be the mailing address for homeless persons. it's a real problem in large cities where no one organization has the staff to handle all the requests bc of the number of homeless.""",['solutions_interventions']
1453,2022-12-09 15:20:09+00:00,"""@7883535879068207683 @4898446804879707225 @2459305445632501052 @2109987068609327978 west has killed 400k innocent civilians in past 2 decades, dropped 300k bombs, made 20 mil homeless, whilst lecturing that they are """"good guys"""" and everyone else is """"bad"""". china has killed 0. who's come to grips and who's in denial, is obvious to all the west's victims""","['government_critique', 'solutions_interventions']"
1454,2022-10-14 12:01:21+00:00,"""@7930025675143152553 @535696499327551077 @3989149096900840045 better to pay $100 someone is short on rent than first/last/deposit on a new place, &amp; extra patrols &amp; sanitation services &amp; other services while they are homeless, as they got covid w/o paid sick leave. we will wait for paid leave, better pay, &amp; left wing employers and dates.""","['money_aid_resource_allocation', 'deserving_undeserving_of_resources']"
1455,2022-09-09 02:04:18+00:00,"""@8185700697508692516 @4576978518940666373 hey @8185700697508692516 if one of your fans had a guitar they got from you at a show, and needed money would you be mad if they sold said guitar? be honest, would you rather have your fan be homeless, or trade it for a pack of skittles or what ever you said it’s worth<span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 130]'></span>""",['harmful_generalization']
1456,2022-11-18 11:49:57+00:00,"""@8195059470284751356 @1919521373005587057 @8677149687942976626 @5000699424078649686 can either candidate relate to that? is that your new standard for all political office? he probably can't relate to all the homeless either.
 

 has karen bass ever been homeless?""",['government_critique']
1457,2022-04-01 04:33:56+00:00,"""@8545445097898149227 @4814120857493970505 nation state of california??? oh please, what a crock of sh*t! i'm a ca resident &amp; this 'nation state' is nothing more than a crime-ridden, dirty, homeless and illegal alien-filled welfare state. i'm moving to fl, please don't turn it into a sh*tty ca!""","['harmful_generalization', 'government_critique', 'deserving_undeserving_of_resources']"
1458,2022-12-26 23:06:08+00:00,"""@8765123356938180006 taxpayer-paid pr dept floods all media with taxpayer-paid #royals <span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 129]'></span><span class='emoji-bytes' data-emoji-bytes='[240, 159, 147, 184]'></span> pr pr pr -
 that £ should be given for warmth+food+shelter to people who are cold+hungry+homeless
 #abolishthemonarchy""","['money_aid_resource_allocation', 'societal_critique', 'solutions_interventions']"
1459,2022-08-31 04:38:21+00:00,"""@8781621804624727033 @6676577965579153950 if i were homeless, voting would be the last thing i’d be concerned with.""",['0']
1460,2022-05-14 15:28:29+00:00,"""@8833478126820181675 @1855941624316924874 @5658424191268744622 @4181143299879379863 ah yes, because every homeless person has immediate access to a homeless shelter with a very limited capacity and are few and far between in most cities.
 

 most public places don't allow homeless people into their bathroom in fear they're there to od.""","['harmful_generalization', 'money_aid_resource_allocation', 'solutions_interventions']"
1461,2022-10-09 00:37:36+00:00,"""@8947641069861670352 teddi knows how to avoid topics- she’s done it all season when avoiding a serious discussion of rinna at homeless not toothless 
 

 she should just say i want to discuss it and not pretend she has to do so and can’t avoid it""",['government_critique']
1462,2022-04-22 20:14:05+00:00,"""all most people care about is themselves
 

 go to any city and you'll see homeless people
 

 liberals pretend to care, then they vote against housing for homeless people, because they don't want to be around it 
 

 because they're all full of shit 
 

 because they're humans""","['government_critique', 'societal_critique', 'not_in_my_backyard']"
1463,2022-10-27 04:46:57+00:00,"""and gone through strife, wwx had thought that he was still family. 
 

 it turns out he was wrong. 
 

 wwx huffs quietly, voice thick. “i just don’t know what to do now. i’m homeless with only the clothes on my back. she didn’t even let me get my phone...”""",['0']
1464,2023-02-06 19:59:42+00:00,"""essential stuffs like milk and egg are so expensive these days, so giving 1 dollar to a homeless person doesn't even help them buy a bottle water. meanwhiles... 5m illegal aliens""","['money_aid_resource_allocation', 'deserving_undeserving_of_resources']"
1465,2022-12-23 05:12:06+00:00,"""i am the people i worked for almost 2 years to get from homelessness to rehoused.
 this is how it happens. the slope.
 becoming homeless can happen overnight. becoming unhomeless is like moving a mountain with a spoon.
 god give me strength and send me a miracle &amp; a job please <span class='emoji-bytes' data-emoji-bytes='[240, 159, 153, 143]'></span>""",['0']
1466,2023-01-21 13:55:04+00:00,"""i wish i had encountered support growing up as an #autistic child trapped in religion. i was """"treated"""" with prayer and beatings instead of any kind of help. now i'm a homeless adult with zero friends or family after growing up in total isolation due to my lack of social skills.""",['0']
1467,2022-09-02 18:13:53+00:00,"""i'm both impressed with myself and horrified by not having either parent to consult at 24 years old.
 i haven't been able to have a stable job since i lost my job as a dog groomer at 16 years old, allergies and nerve damage after the wreck..
 

 i thought i'd be homeless without help""",['0']
1468,2022-10-12 19:52:56+00:00,"""it's estimated that about 2% of the world's population is homeless. 2% doesn't sound like much, but when you do the math, that's nearly 154 million people living on the street
 

 its 2022 how can we stand by &amp; allow this to happen, we will make what change we can♥️
 

 #retweet #hobos""",['solutions_interventions']
1469,2022-04-01 15:44:02+00:00,"""it's hard to become a homeless people when you have a bipolar disorder no one cares to you<span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 173]'></span>
 #bipolar #bipolardisorder #bipolartogether #bipolarclub #charity #dissability #assistance #mentalhealth #mentalhealthawareness""",['0']
1470,2022-01-09 16:33:13+00:00,"""i’m all for giving homeless people money but there are people you can tell are drug addicts and will spend it on drugs. why would i give you my hard earned 40 hour work week coins to buy that shit, shit that’s possibly perpetuating your homelessness!""",['harmful_generalization']
1471,2021-12-12 14:17:26+00:00,"""just watched a tv prog about the blitz, 40,000 dead and 2,000,000 homeless . first thoughts were not how dreadful, but rather it was a walk in the park compared to 17 years of tory rule. #torysleaze""","['media_portrayal', 'deserving_undeserving_of_resources']"
1472,2022-11-19 08:39:29+00:00,"""loco, with an old homeless man, he pushes agent jones : the oracle : listen to see why chicken taste like, but neo : i'd""",['0']
1473,2022-04-08 19:11:07+00:00,"""many people are going to end up homeless in a few years, hate crimes will literally spike as soon as the results are in…people who don’t realize that are really selfish""",['harmful_generalization']
1474,2022-07-31 22:47:36+00:00,"""my mom scoffing at building free housing on ground we evict homeless from because it wouldn't house all of them.
 

 me wondering why that means we shouldn't house some of them. <span class='emoji-bytes' data-emoji-bytes='[240, 159, 164, 148]'></span>""","['government_critique', 'solutions_interventions', 'money_aid_resource_allocation']"
1475,2022-05-04 16:59:53+00:00,"""q2. boyfriend's (of 2yrs) mom had a heart attack and was hospitalized (i just moved in w/them). i cleaned her room, washed her linen. she has new pics of my boyfriend with another woman and newborn on her dresser. he dumped me for snooping. homeless/heartbroken. advice. #sbcchat""",['0']
1476,2022-05-22 04:06:09+00:00,"""some people wear clothes at home i wear for an outing and here i dress up like a homeless person inside my home whos a drug addict and has been sleeping since forever, complex aa jata kabhi kabhi <span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 181]'></span>‍<span class='emoji-bytes' data-emoji-bytes='[240, 159, 146, 171]'></span>""",['harmful_generalization']
1477,2022-01-15 00:05:29+00:00,"""the us has added covid to the lists they’ve swept under the rug. just like how they’ve added police violence, political corruption, institutional racism, the homeless, school shootings, inflation, medical expenses…
 

 yeesh, the us has a lot of shit to hide!""",['government_critique']
1478,2022-08-23 20:29:17+00:00,"""when i say i’m homeless, have no income, and have letters to prove it, and the nurse still threatens me with a, “well, if you don’t qualify that’s a hefty bill.” and i want to say, “not as hefty as your backside.” and i do not. #ineedmymedication #eyetwitter #eyeistwitching #left""",['0']
1479,2022-09-15 12:30:05+00:00,"""with businesses going cashless, like @3041015953905629605 ,how does that affect the homeless population?""",['societal_critique']
1480,2022-08-14 15:28:32+00:00,"""“i don’t give homeless people money bc they’ll just spend it on drugs and alcohol.”
 

 and what do you spend your money on when the weekend comes? 
 

 did you ever think about buying them food instead? or did you just think to judge them and make assumptions? oh ok.""","['harmful_generalization', 'societal_critique', 'solutions_interventions']"
