,date,attitude,frequency,state
880,2021-12-24,personal interaction,597.0,All Posts
881,2021-12-25,personal interaction,344.0,All Posts
882,2021-12-26,personal interaction,343.0,All Posts
883,2021-12-27,personal interaction,439.0,All Posts
884,2021-12-28,personal interaction,468.0,All Posts
885,2021-12-29,personal interaction,520.0,All Posts
886,2021-12-30,personal interaction,447.0,All Posts
887,2021-12-31,personal interaction,405.0,All Posts
888,2022-01-01,personal interaction,307.0,All Posts
889,2022-01-02,personal interaction,365.0,All Posts
890,2022-01-03,personal interaction,449.0,All Posts
891,2022-01-04,personal interaction,720.0,All Posts
892,2022-01-05,personal interaction,558.0,All Posts
893,2022-01-06,personal interaction,450.0,All Posts
894,2022-01-07,personal interaction,511.0,All Posts
895,2022-01-08,personal interaction,453.0,All Posts
896,2022-01-09,personal interaction,545.0,All Posts
897,2022-01-10,personal interaction,602.0,All Posts
898,2022-01-11,personal interaction,623.0,All Posts
899,2022-01-12,personal interaction,545.0,All Posts
900,2022-01-13,personal interaction,591.0,All Posts
901,2022-01-14,personal interaction,530.0,All Posts
902,2022-01-15,personal interaction,550.0,All Posts
903,2022-01-16,personal interaction,651.0,All Posts
904,2022-01-17,personal interaction,734.0,All Posts
905,2022-01-18,personal interaction,602.0,All Posts
906,2022-01-19,personal interaction,624.0,All Posts
907,2022-01-20,personal interaction,519.0,All Posts
908,2022-01-21,personal interaction,562.0,All Posts
909,2022-01-22,personal interaction,476.0,All Posts
910,2022-01-23,personal interaction,483.0,All Posts
911,2022-01-24,personal interaction,483.0,All Posts
912,2022-01-25,personal interaction,528.0,All Posts
913,2022-01-26,personal interaction,547.0,All Posts
914,2022-01-27,personal interaction,546.0,All Posts
915,2022-01-28,personal interaction,555.0,All Posts
916,2022-01-29,personal interaction,481.0,All Posts
917,2022-01-30,personal interaction,590.0,All Posts
918,2022-01-31,personal interaction,579.0,All Posts
919,2022-02-01,personal interaction,604.0,All Posts
920,2022-02-02,personal interaction,557.0,All Posts
921,2022-02-03,personal interaction,535.0,All Posts
922,2022-02-04,personal interaction,566.0,All Posts
923,2022-02-05,personal interaction,497.0,All Posts
924,2022-02-06,personal interaction,604.0,All Posts
925,2022-02-07,personal interaction,516.0,All Posts
926,2022-02-08,personal interaction,568.0,All Posts
927,2022-02-09,personal interaction,635.0,All Posts
928,2022-02-10,personal interaction,602.0,All Posts
929,2022-02-11,personal interaction,583.0,All Posts
930,2022-02-12,personal interaction,503.0,All Posts
931,2022-02-13,personal interaction,506.0,All Posts
932,2022-02-14,personal interaction,578.0,All Posts
933,2022-02-15,personal interaction,567.0,All Posts
934,2022-02-16,personal interaction,604.0,All Posts
935,2022-02-17,personal interaction,625.0,All Posts
936,2022-02-18,personal interaction,569.0,All Posts
937,2022-02-19,personal interaction,573.0,All Posts
938,2022-02-20,personal interaction,504.0,All Posts
939,2022-02-21,personal interaction,554.0,All Posts
940,2022-02-22,personal interaction,558.0,All Posts
941,2022-02-23,personal interaction,534.0,All Posts
942,2022-02-24,personal interaction,477.0,All Posts
943,2022-02-25,personal interaction,440.0,All Posts
944,2022-02-26,personal interaction,431.0,All Posts
945,2022-02-27,personal interaction,338.0,All Posts
946,2022-02-28,personal interaction,493.0,All Posts
947,2022-03-01,personal interaction,450.0,All Posts
948,2022-03-02,personal interaction,483.0,All Posts
949,2022-03-03,personal interaction,509.0,All Posts
950,2022-03-04,personal interaction,503.0,All Posts
951,2022-03-05,personal interaction,395.0,All Posts
952,2022-03-06,personal interaction,413.0,All Posts
953,2022-03-07,personal interaction,453.0,All Posts
954,2022-03-08,personal interaction,433.0,All Posts
955,2022-03-09,personal interaction,496.0,All Posts
956,2022-03-10,personal interaction,484.0,All Posts
957,2022-03-11,personal interaction,480.0,All Posts
958,2022-03-12,personal interaction,565.0,All Posts
959,2022-03-13,personal interaction,528.0,All Posts
960,2022-03-14,personal interaction,580.0,All Posts
961,2022-03-15,personal interaction,640.0,All Posts
962,2022-03-16,personal interaction,549.0,All Posts
963,2022-03-17,personal interaction,505.0,All Posts
964,2022-03-18,personal interaction,532.0,All Posts
965,2022-03-19,personal interaction,507.0,All Posts
966,2022-03-20,personal interaction,493.0,All Posts
967,2022-03-21,personal interaction,492.0,All Posts
968,2022-03-22,personal interaction,480.0,All Posts
969,2022-03-23,personal interaction,512.0,All Posts
970,2022-03-24,personal interaction,596.0,All Posts
971,2022-03-25,personal interaction,530.0,All Posts
972,2022-03-26,personal interaction,520.0,All Posts
973,2022-03-27,personal interaction,481.0,All Posts
974,2022-03-28,personal interaction,543.0,All Posts
975,2022-03-29,personal interaction,632.0,All Posts
976,2022-03-30,personal interaction,516.0,All Posts
977,2022-03-31,personal interaction,581.0,All Posts
978,2022-04-01,personal interaction,539.0,All Posts
979,2022-04-02,personal interaction,450.0,All Posts
980,2022-04-03,personal interaction,498.0,All Posts
981,2022-04-04,personal interaction,517.0,All Posts
982,2022-04-05,personal interaction,551.0,All Posts
983,2022-04-06,personal interaction,553.0,All Posts
984,2022-04-07,personal interaction,551.0,All Posts
985,2022-04-08,personal interaction,535.0,All Posts
986,2022-04-09,personal interaction,448.0,All Posts
987,2022-04-10,personal interaction,539.0,All Posts
988,2022-04-11,personal interaction,497.0,All Posts
989,2022-04-12,personal interaction,614.0,All Posts
990,2022-04-13,personal interaction,592.0,All Posts
991,2022-04-14,personal interaction,622.0,All Posts
992,2022-04-15,personal interaction,593.0,All Posts
993,2022-04-16,personal interaction,483.0,All Posts
994,2022-04-17,personal interaction,499.0,All Posts
995,2022-04-18,personal interaction,579.0,All Posts
996,2022-04-19,personal interaction,569.0,All Posts
997,2022-04-20,personal interaction,585.0,All Posts
998,2022-04-21,personal interaction,520.0,All Posts
999,2022-04-22,personal interaction,514.0,All Posts
1000,2022-04-23,personal interaction,486.0,All Posts
1001,2022-04-24,personal interaction,464.0,All Posts
1002,2022-04-25,personal interaction,561.0,All Posts
1003,2022-04-26,personal interaction,670.0,All Posts
1004,2022-04-27,personal interaction,592.0,All Posts
1005,2022-04-28,personal interaction,587.0,All Posts
1006,2022-04-29,personal interaction,592.0,All Posts
1007,2022-04-30,personal interaction,519.0,All Posts
1008,2022-05-01,personal interaction,505.0,All Posts
1009,2022-05-02,personal interaction,546.0,All Posts
1010,2022-05-03,personal interaction,481.0,All Posts
1011,2022-05-04,personal interaction,548.0,All Posts
1012,2022-05-05,personal interaction,506.0,All Posts
1013,2022-05-06,personal interaction,480.0,All Posts
1014,2022-05-07,personal interaction,424.0,All Posts
1015,2022-05-08,personal interaction,406.0,All Posts
1016,2022-05-09,personal interaction,485.0,All Posts
1017,2022-05-10,personal interaction,581.0,All Posts
1018,2022-05-11,personal interaction,629.0,All Posts
1019,2022-05-12,personal interaction,599.0,All Posts
1020,2022-05-13,personal interaction,574.0,All Posts
1021,2022-05-14,personal interaction,546.0,All Posts
1022,2022-05-15,personal interaction,471.0,All Posts
1023,2022-05-16,personal interaction,421.0,All Posts
1024,2022-05-17,personal interaction,527.0,All Posts
1025,2022-05-18,personal interaction,547.0,All Posts
1026,2022-05-19,personal interaction,546.0,All Posts
1027,2022-05-20,personal interaction,530.0,All Posts
1028,2022-05-21,personal interaction,520.0,All Posts
1029,2022-05-22,personal interaction,468.0,All Posts
1030,2022-05-23,personal interaction,554.0,All Posts
1031,2022-05-24,personal interaction,562.0,All Posts
1032,2022-05-25,personal interaction,589.0,All Posts
1033,2022-05-26,personal interaction,564.0,All Posts
1034,2022-05-27,personal interaction,530.0,All Posts
1035,2022-05-28,personal interaction,551.0,All Posts
1036,2022-05-29,personal interaction,498.0,All Posts
1037,2022-05-30,personal interaction,499.0,All Posts
1038,2022-05-31,personal interaction,506.0,All Posts
1039,2022-06-01,personal interaction,583.0,All Posts
1040,2022-06-02,personal interaction,569.0,All Posts
1041,2022-06-03,personal interaction,550.0,All Posts
1042,2022-06-04,personal interaction,540.0,All Posts
1043,2022-06-05,personal interaction,538.0,All Posts
1044,2022-06-06,personal interaction,521.0,All Posts
1045,2022-06-07,personal interaction,572.0,All Posts
1046,2022-06-08,personal interaction,728.0,All Posts
1047,2022-06-09,personal interaction,679.0,All Posts
1048,2022-06-10,personal interaction,591.0,All Posts
1049,2022-06-11,personal interaction,499.0,All Posts
1050,2022-06-12,personal interaction,538.0,All Posts
1051,2022-06-13,personal interaction,492.0,All Posts
1052,2022-06-14,personal interaction,579.0,All Posts
1053,2022-06-15,personal interaction,542.0,All Posts
1054,2022-06-16,personal interaction,633.0,All Posts
1055,2022-06-17,personal interaction,543.0,All Posts
1056,2022-06-18,personal interaction,487.0,All Posts
1057,2022-06-19,personal interaction,478.0,All Posts
1058,2022-06-20,personal interaction,527.0,All Posts
1059,2022-06-21,personal interaction,547.0,All Posts
1060,2022-06-22,personal interaction,560.0,All Posts
1061,2022-06-23,personal interaction,539.0,All Posts
1062,2022-06-24,personal interaction,516.0,All Posts
1063,2022-06-25,personal interaction,443.0,All Posts
1064,2022-06-26,personal interaction,447.0,All Posts
1065,2022-06-27,personal interaction,549.0,All Posts
1066,2022-06-28,personal interaction,513.0,All Posts
1067,2022-06-29,personal interaction,675.0,All Posts
1068,2022-06-30,personal interaction,574.0,All Posts
1069,2022-07-01,personal interaction,478.0,All Posts
1070,2022-07-02,personal interaction,441.0,All Posts
1071,2022-07-03,personal interaction,481.0,All Posts
1072,2022-07-04,personal interaction,516.0,All Posts
1073,2022-07-05,personal interaction,472.0,All Posts
1074,2022-07-06,personal interaction,504.0,All Posts
1075,2022-07-07,personal interaction,521.0,All Posts
1076,2022-07-08,personal interaction,528.0,All Posts
1077,2022-07-09,personal interaction,562.0,All Posts
1078,2022-07-10,personal interaction,595.0,All Posts
1079,2022-07-11,personal interaction,707.0,All Posts
1080,2022-07-12,personal interaction,675.0,All Posts
1081,2022-07-13,personal interaction,595.0,All Posts
1082,2022-07-14,personal interaction,540.0,All Posts
1083,2022-07-15,personal interaction,505.0,All Posts
1084,2022-07-16,personal interaction,520.0,All Posts
1085,2022-07-17,personal interaction,584.0,All Posts
1086,2022-07-18,personal interaction,605.0,All Posts
1087,2022-07-19,personal interaction,606.0,All Posts
1088,2022-07-20,personal interaction,602.0,All Posts
1089,2022-07-21,personal interaction,602.0,All Posts
1090,2022-07-22,personal interaction,608.0,All Posts
1091,2022-07-23,personal interaction,488.0,All Posts
1092,2022-07-24,personal interaction,561.0,All Posts
1093,2022-07-25,personal interaction,659.0,All Posts
1094,2022-07-26,personal interaction,696.0,All Posts
1095,2022-07-27,personal interaction,707.0,All Posts
1096,2022-07-28,personal interaction,663.0,All Posts
1097,2022-07-29,personal interaction,577.0,All Posts
1098,2022-07-30,personal interaction,481.0,All Posts
1099,2022-07-31,personal interaction,459.0,All Posts
1100,2022-08-01,personal interaction,493.0,All Posts
1101,2022-08-02,personal interaction,530.0,All Posts
1102,2022-08-03,personal interaction,513.0,All Posts
1103,2022-08-04,personal interaction,506.0,All Posts
1104,2022-08-05,personal interaction,566.0,All Posts
1105,2022-08-06,personal interaction,561.0,All Posts
1106,2022-08-07,personal interaction,485.0,All Posts
1107,2022-08-08,personal interaction,607.0,All Posts
1108,2022-08-09,personal interaction,522.0,All Posts
1109,2022-08-10,personal interaction,583.0,All Posts
1110,2022-08-11,personal interaction,520.0,All Posts
1111,2022-08-12,personal interaction,551.0,All Posts
1112,2022-08-13,personal interaction,507.0,All Posts
1113,2022-08-14,personal interaction,565.0,All Posts
1114,2022-08-15,personal interaction,592.0,All Posts
1115,2022-08-16,personal interaction,612.0,All Posts
1116,2022-08-17,personal interaction,680.0,All Posts
1117,2022-08-18,personal interaction,767.0,All Posts
1118,2022-08-19,personal interaction,660.0,All Posts
1119,2022-08-20,personal interaction,622.0,All Posts
1120,2022-08-21,personal interaction,607.0,All Posts
1121,2022-08-22,personal interaction,697.0,All Posts
1122,2022-08-23,personal interaction,608.0,All Posts
1123,2022-08-24,personal interaction,561.0,All Posts
1124,2022-08-25,personal interaction,603.0,All Posts
1125,2022-08-26,personal interaction,746.0,All Posts
1126,2022-08-27,personal interaction,522.0,All Posts
1127,2022-08-28,personal interaction,537.0,All Posts
1128,2022-08-29,personal interaction,616.0,All Posts
1129,2022-08-30,personal interaction,586.0,All Posts
1130,2022-08-31,personal interaction,634.0,All Posts
1131,2022-09-01,personal interaction,594.0,All Posts
1132,2022-09-02,personal interaction,542.0,All Posts
1133,2022-09-03,personal interaction,569.0,All Posts
1134,2022-09-04,personal interaction,520.0,All Posts
1135,2022-09-05,personal interaction,468.0,All Posts
1136,2022-09-06,personal interaction,494.0,All Posts
1137,2022-09-07,personal interaction,613.0,All Posts
1138,2022-09-08,personal interaction,551.0,All Posts
1139,2022-09-09,personal interaction,614.0,All Posts
1140,2022-09-10,personal interaction,639.0,All Posts
1141,2022-09-11,personal interaction,602.0,All Posts
1142,2022-09-12,personal interaction,617.0,All Posts
1143,2022-09-13,personal interaction,664.0,All Posts
1144,2022-09-14,personal interaction,698.0,All Posts
1145,2022-09-15,personal interaction,680.0,All Posts
1146,2022-09-16,personal interaction,689.0,All Posts
1147,2022-09-17,personal interaction,727.0,All Posts
1148,2022-09-18,personal interaction,812.0,All Posts
1149,2022-09-19,personal interaction,673.0,All Posts
1150,2022-09-20,personal interaction,642.0,All Posts
1151,2022-09-21,personal interaction,622.0,All Posts
1152,2022-09-22,personal interaction,607.0,All Posts
1153,2022-09-23,personal interaction,552.0,All Posts
1154,2022-09-24,personal interaction,644.0,All Posts
1155,2022-09-25,personal interaction,593.0,All Posts
1156,2022-09-26,personal interaction,583.0,All Posts
1157,2022-09-27,personal interaction,625.0,All Posts
1158,2022-09-28,personal interaction,634.0,All Posts
1159,2022-09-29,personal interaction,559.0,All Posts
1160,2022-09-30,personal interaction,563.0,All Posts
1161,2022-10-01,personal interaction,505.0,All Posts
1162,2022-10-02,personal interaction,507.0,All Posts
1163,2022-10-03,personal interaction,540.0,All Posts
1164,2022-10-04,personal interaction,612.0,All Posts
1165,2022-10-05,personal interaction,672.0,All Posts
1166,2022-10-06,personal interaction,664.0,All Posts
1167,2022-10-07,personal interaction,617.0,All Posts
1168,2022-10-08,personal interaction,557.0,All Posts
1169,2022-10-09,personal interaction,524.0,All Posts
1170,2022-10-10,personal interaction,762.0,All Posts
1171,2022-10-11,personal interaction,721.0,All Posts
1172,2022-10-12,personal interaction,658.0,All Posts
1173,2022-10-13,personal interaction,726.0,All Posts
1174,2022-10-14,personal interaction,738.0,All Posts
1175,2022-10-15,personal interaction,606.0,All Posts
1176,2022-10-16,personal interaction,605.0,All Posts
1177,2022-10-17,personal interaction,798.0,All Posts
1178,2022-10-18,personal interaction,731.0,All Posts
1179,2022-10-19,personal interaction,754.0,All Posts
1180,2022-10-20,personal interaction,669.0,All Posts
1181,2022-10-21,personal interaction,789.0,All Posts
1182,2022-10-22,personal interaction,594.0,All Posts
1183,2022-10-23,personal interaction,579.0,All Posts
1184,2022-10-24,personal interaction,626.0,All Posts
1185,2022-10-25,personal interaction,642.0,All Posts
1186,2022-10-26,personal interaction,682.0,All Posts
1187,2022-10-27,personal interaction,768.0,All Posts
1188,2022-10-28,personal interaction,888.0,All Posts
1189,2022-10-29,personal interaction,784.0,All Posts
1190,2022-10-30,personal interaction,755.0,All Posts
1191,2022-10-31,personal interaction,695.0,All Posts
1192,2022-11-01,personal interaction,672.0,All Posts
1193,2022-11-02,personal interaction,720.0,All Posts
1194,2022-11-03,personal interaction,848.0,All Posts
1195,2022-11-04,personal interaction,670.0,All Posts
1196,2022-11-05,personal interaction,615.0,All Posts
1197,2022-11-06,personal interaction,711.0,All Posts
1198,2022-11-07,personal interaction,734.0,All Posts
1199,2022-11-08,personal interaction,731.0,All Posts
1200,2022-11-09,personal interaction,669.0,All Posts
1201,2022-11-10,personal interaction,625.0,All Posts
1202,2022-11-11,personal interaction,583.0,All Posts
1203,2022-11-12,personal interaction,535.0,All Posts
1204,2022-11-13,personal interaction,542.0,All Posts
1205,2022-11-14,personal interaction,565.0,All Posts
1206,2022-11-15,personal interaction,598.0,All Posts
1207,2022-11-16,personal interaction,648.0,All Posts
1208,2022-11-17,personal interaction,671.0,All Posts
1209,2022-11-18,personal interaction,627.0,All Posts
1210,2022-11-19,personal interaction,574.0,All Posts
1211,2022-11-20,personal interaction,595.0,All Posts
1212,2022-11-21,personal interaction,525.0,All Posts
1213,2022-11-22,personal interaction,573.0,All Posts
1214,2022-11-23,personal interaction,613.0,All Posts
1215,2022-11-24,personal interaction,510.0,All Posts
1216,2022-11-25,personal interaction,460.0,All Posts
1217,2022-11-26,personal interaction,494.0,All Posts
1218,2022-11-27,personal interaction,597.0,All Posts
1219,2022-11-28,personal interaction,605.0,All Posts
1220,2022-11-29,personal interaction,954.0,All Posts
1221,2022-11-30,personal interaction,806.0,All Posts
1222,2022-12-01,personal interaction,636.0,All Posts
1223,2022-12-02,personal interaction,643.0,All Posts
1224,2022-12-03,personal interaction,536.0,All Posts
1225,2022-12-04,personal interaction,544.0,All Posts
1226,2022-12-05,personal interaction,554.0,All Posts
1227,2022-12-06,personal interaction,566.0,All Posts
1228,2022-12-07,personal interaction,636.0,All Posts
1229,2022-12-08,personal interaction,652.0,All Posts
1230,2022-12-09,personal interaction,565.0,All Posts
1231,2022-12-10,personal interaction,520.0,All Posts
1232,2022-12-11,personal interaction,537.0,All Posts
1233,2022-12-12,personal interaction,694.0,All Posts
1234,2022-12-13,personal interaction,728.0,All Posts
1235,2022-12-14,personal interaction,754.0,All Posts
1236,2022-12-15,personal interaction,762.0,All Posts
1237,2022-12-16,personal interaction,660.0,All Posts
1238,2022-12-17,personal interaction,614.0,All Posts
1239,2022-12-18,personal interaction,508.0,All Posts
1240,2022-12-19,personal interaction,528.0,All Posts
1241,2022-12-20,personal interaction,707.0,All Posts
1242,2022-12-21,personal interaction,926.0,All Posts
1243,2022-12-22,personal interaction,782.0,All Posts
1244,2022-12-23,personal interaction,762.0,All Posts
1245,2022-12-24,personal interaction,1449.0,All Posts
1246,2022-12-25,personal interaction,806.0,All Posts
1247,2022-12-26,personal interaction,613.0,All Posts
1248,2022-12-27,personal interaction,584.0,All Posts
1249,2022-12-28,personal interaction,616.0,All Posts
1250,2022-12-29,personal interaction,601.0,All Posts
1251,2022-12-30,personal interaction,614.0,All Posts
1252,2022-12-31,personal interaction,621.0,All Posts
1253,2023-01-01,personal interaction,464.0,All Posts
1254,2023-01-02,personal interaction,633.0,All Posts
1255,2023-01-03,personal interaction,518.0,All Posts
1256,2023-01-04,personal interaction,632.0,All Posts
1257,2023-01-05,personal interaction,628.0,All Posts
1258,2023-01-06,personal interaction,570.0,All Posts
1259,2023-01-07,personal interaction,561.0,All Posts
1260,2023-01-08,personal interaction,541.0,All Posts
1261,2023-01-09,personal interaction,555.0,All Posts
1262,2023-01-10,personal interaction,995.0,All Posts
1263,2023-01-11,personal interaction,1656.0,All Posts
1264,2023-01-12,personal interaction,1021.0,All Posts
1265,2023-01-13,personal interaction,801.0,All Posts
1266,2023-01-14,personal interaction,728.0,All Posts
1267,2023-01-15,personal interaction,634.0,All Posts
1268,2023-01-16,personal interaction,582.0,All Posts
1269,2023-01-17,personal interaction,615.0,All Posts
1270,2023-01-18,personal interaction,623.0,All Posts
1271,2023-01-19,personal interaction,915.0,All Posts
1272,2023-01-20,personal interaction,758.0,All Posts
1273,2023-01-21,personal interaction,651.0,All Posts
1274,2023-01-22,personal interaction,623.0,All Posts
1275,2023-01-23,personal interaction,695.0,All Posts
1276,2023-01-24,personal interaction,224.0,All Posts
1277,2023-01-26,personal interaction,4.0,All Posts
1278,2023-01-27,personal interaction,739.0,All Posts
1279,2023-01-28,personal interaction,661.0,All Posts
1280,2023-01-29,personal interaction,622.0,All Posts
1281,2023-01-30,personal interaction,634.0,All Posts
1282,2023-01-31,personal interaction,600.0,All Posts
1283,2023-02-01,personal interaction,627.0,All Posts
1284,2023-02-02,personal interaction,619.0,All Posts
1285,2023-02-03,personal interaction,614.0,All Posts
1286,2023-02-04,personal interaction,681.0,All Posts
1287,2023-02-05,personal interaction,640.0,All Posts
1288,2023-02-06,personal interaction,669.0,All Posts
1289,2023-02-07,personal interaction,656.0,All Posts
1290,2023-02-08,personal interaction,580.0,All Posts
1291,2023-02-09,personal interaction,301.0,All Posts
1292,2023-02-16,personal interaction,55.0,All Posts
1293,2021-12-06,not in my backyard,78.0,All Posts
1294,2021-12-07,not in my backyard,188.0,All Posts
1295,2021-12-08,not in my backyard,217.0,All Posts
1296,2021-12-09,not in my backyard,246.0,All Posts
1297,2021-12-10,not in my backyard,187.0,All Posts
1298,2021-12-11,not in my backyard,140.0,All Posts
1299,2021-12-12,not in my backyard,166.0,All Posts
1300,2021-12-13,not in my backyard,164.0,All Posts
1301,2021-12-14,not in my backyard,208.0,All Posts
1302,2021-12-15,not in my backyard,157.0,All Posts
1303,2021-12-16,not in my backyard,211.0,All Posts
1304,2021-12-17,not in my backyard,187.0,All Posts
1305,2021-12-18,not in my backyard,150.0,All Posts
1306,2021-12-19,not in my backyard,127.0,All Posts
1307,2021-12-20,not in my backyard,125.0,All Posts
1308,2021-12-21,not in my backyard,179.0,All Posts
1309,2021-12-22,not in my backyard,159.0,All Posts
1310,2021-12-23,not in my backyard,233.0,All Posts
1311,2021-12-24,not in my backyard,207.0,All Posts
1312,2021-12-25,not in my backyard,77.0,All Posts
1313,2021-12-26,not in my backyard,130.0,All Posts
1314,2021-12-27,not in my backyard,179.0,All Posts
1315,2021-12-28,not in my backyard,165.0,All Posts
1316,2021-12-29,not in my backyard,168.0,All Posts
1317,2021-12-30,not in my backyard,143.0,All Posts
1318,2021-12-31,not in my backyard,169.0,All Posts
1319,2022-01-01,not in my backyard,112.0,All Posts
1320,2022-01-02,not in my backyard,125.0,All Posts
1321,2022-01-03,not in my backyard,166.0,All Posts
1322,2022-01-04,not in my backyard,182.0,All Posts
1323,2022-01-05,not in my backyard,154.0,All Posts
1324,2022-01-06,not in my backyard,174.0,All Posts
1325,2022-01-07,not in my backyard,171.0,All Posts
1326,2022-01-08,not in my backyard,144.0,All Posts
1327,2022-01-09,not in my backyard,116.0,All Posts
1328,2022-01-10,not in my backyard,155.0,All Posts
1329,2022-01-11,not in my backyard,164.0,All Posts
1330,2022-01-12,not in my backyard,180.0,All Posts
1331,2022-01-13,not in my backyard,184.0,All Posts
1332,2022-01-14,not in my backyard,183.0,All Posts
1333,2022-01-15,not in my backyard,195.0,All Posts
1334,2022-01-16,not in my backyard,204.0,All Posts
1335,2022-01-17,not in my backyard,218.0,All Posts
1336,2022-01-18,not in my backyard,210.0,All Posts
1337,2022-01-19,not in my backyard,285.0,All Posts
1338,2022-01-20,not in my backyard,220.0,All Posts
1339,2022-01-21,not in my backyard,229.0,All Posts
1340,2022-01-22,not in my backyard,204.0,All Posts
1341,2022-01-23,not in my backyard,139.0,All Posts
1342,2022-01-24,not in my backyard,197.0,All Posts
1343,2022-01-25,not in my backyard,236.0,All Posts
1344,2022-01-26,not in my backyard,259.0,All Posts
1345,2022-01-27,not in my backyard,243.0,All Posts
1346,2022-01-28,not in my backyard,195.0,All Posts
1347,2022-01-29,not in my backyard,196.0,All Posts
1348,2022-01-30,not in my backyard,291.0,All Posts
1349,2022-01-31,not in my backyard,426.0,All Posts
1350,2022-02-01,not in my backyard,335.0,All Posts
1351,2022-02-02,not in my backyard,370.0,All Posts
1352,2022-02-03,not in my backyard,517.0,All Posts
1353,2022-02-04,not in my backyard,567.0,All Posts
1354,2022-02-05,not in my backyard,397.0,All Posts
1355,2022-02-06,not in my backyard,359.0,All Posts
1356,2022-02-07,not in my backyard,315.0,All Posts
1357,2022-02-08,not in my backyard,348.0,All Posts
1358,2022-02-09,not in my backyard,380.0,All Posts
1359,2022-02-10,not in my backyard,404.0,All Posts
1360,2022-02-11,not in my backyard,374.0,All Posts
1361,2022-02-12,not in my backyard,397.0,All Posts
1362,2022-02-13,not in my backyard,422.0,All Posts
1363,2022-02-14,not in my backyard,499.0,All Posts
1364,2022-02-15,not in my backyard,291.0,All Posts
1365,2022-02-16,not in my backyard,326.0,All Posts
1366,2022-02-17,not in my backyard,325.0,All Posts
1367,2022-02-18,not in my backyard,369.0,All Posts
1368,2022-02-19,not in my backyard,394.0,All Posts
1369,2022-02-20,not in my backyard,316.0,All Posts
1370,2022-02-21,not in my backyard,281.0,All Posts
1371,2022-02-22,not in my backyard,248.0,All Posts
1372,2022-02-23,not in my backyard,238.0,All Posts
1373,2022-02-24,not in my backyard,220.0,All Posts
1374,2022-02-25,not in my backyard,201.0,All Posts
1375,2022-02-26,not in my backyard,170.0,All Posts
1376,2022-02-27,not in my backyard,155.0,All Posts
1377,2022-02-28,not in my backyard,155.0,All Posts
1378,2022-03-01,not in my backyard,172.0,All Posts
1379,2022-03-02,not in my backyard,189.0,All Posts
1380,2022-03-03,not in my backyard,213.0,All Posts
1381,2022-03-04,not in my backyard,213.0,All Posts
1382,2022-03-05,not in my backyard,194.0,All Posts
1383,2022-03-06,not in my backyard,179.0,All Posts
1384,2022-03-07,not in my backyard,174.0,All Posts
1385,2022-03-08,not in my backyard,174.0,All Posts
1386,2022-03-09,not in my backyard,220.0,All Posts
1387,2022-03-10,not in my backyard,179.0,All Posts
1388,2022-03-11,not in my backyard,210.0,All Posts
1389,2022-03-12,not in my backyard,201.0,All Posts
1390,2022-03-13,not in my backyard,197.0,All Posts
1391,2022-03-14,not in my backyard,182.0,All Posts
1392,2022-03-15,not in my backyard,233.0,All Posts
1393,2022-03-16,not in my backyard,222.0,All Posts
1394,2022-03-17,not in my backyard,185.0,All Posts
1395,2022-03-18,not in my backyard,187.0,All Posts
1396,2022-03-19,not in my backyard,140.0,All Posts
1397,2022-03-20,not in my backyard,147.0,All Posts
1398,2022-03-21,not in my backyard,156.0,All Posts
1399,2022-03-22,not in my backyard,192.0,All Posts
1400,2022-03-23,not in my backyard,175.0,All Posts
1401,2022-03-24,not in my backyard,218.0,All Posts
1402,2022-03-25,not in my backyard,212.0,All Posts
1403,2022-03-26,not in my backyard,193.0,All Posts
1404,2022-03-27,not in my backyard,209.0,All Posts
1405,2022-03-28,not in my backyard,251.0,All Posts
1406,2022-03-29,not in my backyard,432.0,All Posts
1407,2022-03-30,not in my backyard,296.0,All Posts
1408,2022-03-31,not in my backyard,364.0,All Posts
1409,2022-04-01,not in my backyard,261.0,All Posts
1410,2022-04-02,not in my backyard,205.0,All Posts
1411,2022-04-03,not in my backyard,198.0,All Posts
1412,2022-04-04,not in my backyard,246.0,All Posts
1413,2022-04-05,not in my backyard,207.0,All Posts
1414,2022-04-06,not in my backyard,205.0,All Posts
1415,2022-04-07,not in my backyard,293.0,All Posts
1416,2022-04-08,not in my backyard,250.0,All Posts
1417,2022-04-09,not in my backyard,186.0,All Posts
1418,2022-04-10,not in my backyard,249.0,All Posts
1419,2022-04-11,not in my backyard,191.0,All Posts
1420,2022-04-12,not in my backyard,297.0,All Posts
1421,2022-04-13,not in my backyard,354.0,All Posts
1422,2022-04-14,not in my backyard,346.0,All Posts
1423,2022-04-15,not in my backyard,254.0,All Posts
1424,2022-04-16,not in my backyard,250.0,All Posts
1425,2022-04-17,not in my backyard,208.0,All Posts
1426,2022-04-18,not in my backyard,215.0,All Posts
1427,2022-04-19,not in my backyard,286.0,All Posts
1428,2022-04-20,not in my backyard,330.0,All Posts
1429,2022-04-21,not in my backyard,298.0,All Posts
1430,2022-04-22,not in my backyard,284.0,All Posts
1431,2022-04-23,not in my backyard,229.0,All Posts
1432,2022-04-24,not in my backyard,190.0,All Posts
1433,2022-04-25,not in my backyard,250.0,All Posts
1434,2022-04-26,not in my backyard,304.0,All Posts
1435,2022-04-27,not in my backyard,238.0,All Posts
1436,2022-04-28,not in my backyard,257.0,All Posts
1437,2022-04-29,not in my backyard,271.0,All Posts
